Score,review_text
5,Amazing and addictive Can't get enough of these.  I think they just converted my vegetarian daughter!  Think I'll have to hide them from her.
5,"Beans on Toast Heaven! I introduced my American husband to beans on toast.  He loves them, but until we found out that Amazon would send us Heinz beans we had to settle with the few cans I could put in my suitcase or the few times I would find them at the super market.  Now we only have to control ourselves to how many times we have Beans on Toast each month. The Beans are winning!"
5,"Ah Sugar........ Ah Honey Honey...... I just want to state one thing before I begin. It has been said in certain circles that as a quid pro quo for endorsing a product, the manufacturer provides your beloved Seer with generous monetary kickbacks. Nothing could be further from the truth. Yes, I know that I gave into weakness many reviews ago and was supposed to get a kickback from that deodorant manufacturer. But the check bounced and some new Federal law went into effect preventing me from blatant profiteering. Well. at least my underarms don't offend anyone.<br /><br />As most of you know, by reading my online bio, I need to jump start my day with a few cups of coffee. The jumping cables are hooked up straight from the coffee cup to my ears (the left ear is the negative side) and I get that special ""buzz"" that allows me to write my ever-evolving reviews and lectures.<br /><br />But as I travel throughout the world, many heads of state ask me ""would you like sugar with that good, kind, generous, selfless Metamorpho"". I tell them no. Why? Because I have found a sugar subsitute that works better for me. Yes. It's equal!<br />I trained most countries to have it ready when I arrive (although Cuba and Venzuela have refused thus far). Anyway, equal comes in these nifty little packets that are easy to rip open and pour. Each one is ""equal"" to about a teaspoon of regular sugar (or so my tastebuds have surmised). I have been using it for years and have had no after effects. In fact, it has been instrumental in the growth of my third eye. All apprentice seers should know this.<br /><br />There is no bitter aftertaste either. I really hate it when I'm in a restaurant and have to settle for sweet n low. I tell ya people, it ruins the whole dining experience. One word of caution for all you aspiring Betty Crockers out there. Do not, I repeat, do not try to bake with equal. It does not do well being heated. Unless you want that gingerbread man to taste like flatbread, I would avoid using it.<br /><br />Equal works very well with all flavoured coffees and tea. It's also an ingredient thats found in all your favorite sodas. So, try it soon. Let me know. Your customer satisfaction survey will be arriving shortly.<br /><br />Another stirring review by -- Metamorpho ;)"
5,"Doggie dessert My dog adores these! They are more dense than the usual dog treats yet not as chewy as rawhide. Though the chew appears dark in color, the color does not rub off only to carpet while the dog is chewing--as some flavored rawshide chews do. They are high in protein, anti-oxidant, and healthy for the teeth. An 8.5 ounce package contains six bones about the size of a chicken drumstick bone."
5,Bravo Volpi Never tried Volpi Salami before but took a chance with this 5-bundle package. No dissappointment here - each one seemed better than the other!
1,Is this bag on the recall list? I purchased this bag of dog food and then broke it up into smaller containers for freezing. I then threw the bag out.<br /><br />Now some of the bags have been recalled. I do not have the lot numbers I need to determine if my bag is on the list.<br /><br />Please forward that information as soon as possible. Thank you.
5,"Excellent Product I have tried many different types of protein drinks, and this is certainly the best one out there.  It has the best taste and the best list of ingredients.  They should bring back the Amazon Subscribe and Save option for this product."
5,Coco loves these! I give my dog one of these every day.  She loves them as the toy keeps her busy.  This 75 pack is a real bargain.
5,Cinnamon Good In my area one cannot find Cinnamon Mentos.  I am so happy I was able to find this flavor.  I just love this product.
1,"""new"" Cheesoning tastes terrible We have been using Reeses Cheesoning for about 15 years and buy it by the case. I was so excited to find it on Amazon but super disappointed when we tried it and it is absolutely not the original. I checked the ingredients and there are a few changes that unfortunately changed the flavor dramatically. I HATE it and too bad I bought 2 cases. Oh well you live and you learn. i will contact Reeses to see if I can recoup some of my loses."
5,"Pass The Test! My son loves it. I think it's his favorite out of the three brands of baby food we've tried. You can't beat the packaging, very convenient."
5,"Yummy gluten-free cookies, great price! My husband has to have gluten-free food and he LOVES these cookies.  The problem was they were pretty expensive at our grocery store.  Now that we get them on Amazon they are 1/2 price!!!"
5,Yummy and Saves Munny. Arrived quickly and was well packaged.  Price is much less than the mass produced honey at the big-name grocery stores.  And this honey tastes great!
5,"Tasty Fiber in a gummy? You bet! I'm a huge fan of Vitafusion products because they taste good and make taking vitamins really easy, if not, enjoyable--it's almost like eating candy without the guilt. The only draw back is potentially eating too much of it, so I would keep it away from children. Like other fiber products, eating excess can cause gas or upset stomach. There is also a regular version that is not sugar free, so if you are not too concerned about sugar, you have that option too. Personally the sugar free and regular versions taste pretty similar so no big deal either way. Overall, a good buy especially if you want to increase your fiber intake without the hassle or unappetizing of traditional powders, pills, and drinks."
5,"They didn't all make it to the lunchbox I purchased these as a treat for my kid's lunchbox. She loves they dayglow yellow puffs. She liked these better. Sadly, so did I. : )"
